slNo,signal_id,platform_code,datetime,pumpStatus,inletTemp,ctdTemp,longitude,latitude
1415,ecad7348-29f5-46a6-84db-110ac42337aa,FA,2020-03-05T23:37:31,1.0,5.416,5.908,11.6303,56.5533
1416,9f3d5c84-883f-43d1-843f-4a1fc1c7663f,FA,2020-03-05T23:38:31,1.0,5.441,5.916,11.6266,56.5482
1417,364e691d-e3e2-4f02-95fa-fd84e59a79ea,FA,2020-03-05T23:39:31,1.0,5.437,5.928,11.6229,56.5431
1418,26e03f0c-52b6-4519-b1a0-7cf29bbb6d7b,FA,2020-03-05T23:40:31,1.0,5.435,5.944,11.6193,56.5381
1419,90963586-4a7a-465c-b1ae-bf347a7be53f,FA,2020-03-05T23:41:31,1.0,5.418,5.968,11.6154,56.5332
1420,a1ead1f3-5b55-4f6f-bfc8-7247118a6b59,FA,2020-03-05T23:42:31,1.0,5.434,5.959,11.6108,56.5286
1421,dd788e99-1a95-4492-8173-152de3e896a6,FA,2020-03-05T23:43:32,1.0,5.445,5.948,11.6059,56.5241
1422,2d756f39-338b-406b-9616-dab3cf95c078,FA,2020-03-05T23:44:32,1.0,5.477,5.952,11.6009,56.5196
1423,173b0d9d-0494-4c3b-8a75-0c6004d25549,FA,2020-03-05T23:45:32,1.0,5.414,5.963,11.596,56.5152
1424,1112a0d7-f2b2-48e5-ba85-d9b826834954,FA,2020-03-05T23:46:32,1.0,5.439,5.976,11.5911,56.5109
1425,4aa7800a-e7d1-48b3-a1a1-f0303d6538e4,FA,2020-03-05T23:47:32,1.0,5.411,5.953,11.5862,56.5066
1426,d41758f6-28e5-4583-a509-21fd6c0eae3e,FA,2020-03-05T23:48:32,1.0,5.407,5.949,11.5814,56.5022
1427,1febbef7-f36f-4331-b21b-13f940759092,FA,2020-03-05T23:49:32,1.0,5.413,5.943,11.5765,56.4978
1428,3a655cb4-6d44-4185-8098-dee63e5c9838,FA,2020-03-05T23:50:32,1.0,5.246,5.94,11.5718,56.4936
1429,4ffc2212-daa3-4850-a8a7-ad56e4b9aa8e,FA,2020-03-05T23:51:32,1.0,5.216,5.943,11.5671,56.4893
1430,0044dd9f-689f-4334-8b8c-ce562054cb37,FA,2020-03-05T23:52:32,1.0,5.221,5.934,11.5624,56.4851
1431,fb059432-caf3-453d-ae10-359a5c02d94d,FA,2020-03-05T23:53:33,1.0,5.242,5.815,11.5577,56.4809
1432,59dcd6ea-f6d7-4d16-a808-fcd7a32991bf,FA,2020-03-05T23:54:33,1.0,5.18,5.779,11.5531,56.4767
1433,52b33309-b1df-4ee1-8151-9059ee84ebe4,FA,2020-03-05T23:55:33,1.0,5.198,5.765,11.5485,56.4725
1434,ab18b522-b84e-4fe1-a4eb-2d1985d1cb73,FA,2020-03-05T23:56:33,1.0,5.212,5.777,11.543800000000001,56.4683
1435,8ac5f93d-e469-4126-b51f-6e30d3d3edd6,FA,2020-03-05T23:57:33,1.0,5.21,5.739,11.5392,56.4641
1436,847ef1ba-f337-4be2-acb7-d34c9a61ecc6,FA,2020-03-05T23:58:33,1.0,5.188,5.734,11.5345,56.4599
1437,a941301b-c8b5-4a59-8464-320181d441d2,FA,2020-03-05T23:59:33,1.0,5.188,5.756,11.5299,56.4558
1438,500af088-1fc5-45d2-89cd-998c73161e3c,FA,2020-03-06T00:00:33,1.0,5.177,5.744,11.5252,56.4516
1439,791ed91d-ad3d-40d1-b422-0a26138f4cc9,FA,2020-03-06T00:01:34,1.0,5.142,5.731,11.5206,56.4475
1440,343dc5e3-b94e-41e3-9fb0-e2abe885eda6,FA,2020-03-06T00:02:34,1.0,5.135,5.724,11.516,56.4433
1441,38004a51-a7d7-42d1-a854-65870c9667de,FA,2020-03-06T00:03:34,1.0,5.13,5.705,11.5113,56.4391
1442,8640975c-e907-4d90-91d6-1bd196635210,FA,2020-03-06T00:04:34,1.0,5.109,5.691,11.5068,56.435
1443,c49ae4b9-5f5c-43a2-b82b-cbe2e802c54c,FA,2020-03-06T00:05:34,1.0,5.106,5.678,11.5026,56.4307
1444,ee73c598-34e9-4ae2-bac0-4a57fcce9b23,FA,2020-03-06T00:06:34,1.0,5.1370000000000005,5.665,11.4985,56.4263
1445,eefcd841-9e2d-4fce-b3c7-029210fbcdf2,FA,2020-03-06T00:07:34,1.0,5.115,5.652,11.4944,56.422
1446,64364ea2-8b9f-43a8-8cec-e13ca53c8a40,FA,2020-03-06T00:08:34,1.0,5.136,5.655,11.4904,56.4177
1447,7cc700cc-8a35-4b17-8660-31a0a7fe99a0,FA,2020-03-06T00:09:34,1.0,5.134,5.658,11.4864,56.4135
1448,cbb7196e-a139-4b77-8ea3-0143566e3012,FA,2020-03-06T00:10:34,1.0,5.163,5.661,11.4825,56.4093
1449,43c439a9-be78-4898-9b7d-47a394cae6b2,FA,2020-03-06T00:11:35,1.0,5.216,5.657,11.4785,56.4051
1450,a496ac58-5dd9-496d-8b40-4a4f71471d2f,FA,2020-03-06T00:12:35,1.0,5.189,5.672,11.4746,56.4008
1451,9e84f61e-36ba-46b7-9b47-a1afcd275466,FA,2020-03-06T00:13:35,1.0,5.1370000000000005,5.7059999999999995,11.4705,56.3966
1452,3ef34e20-c551-47ee-939e-8bd22f08421e,FA,2020-03-06T00:14:35,1.0,5.125,5.713,11.4665,56.3923
1453,eaa28c7a-d2fd-4610-8c68-ba724f31c7dc,FA,2020-03-06T00:15:35,1.0,5.12,5.69,11.4627,56.388
1454,230ff910-eb89-4d2a-956b-7f49fb6fb627,FA,2020-03-06T00:16:35,1.0,5.12,5.668,11.4591,56.3837
1455,ec6921c3-4b9e-4ebb-91ee-9d3528e948f8,FA,2020-03-06T00:17:35,1.0,5.116,5.663,11.4555,56.3794
1456,651ac12a-8aba-4977-afa3-5813dbf9e647,FA,2020-03-06T00:18:35,1.0,5.117,5.665,11.4518,56.3751
1457,25c817c1-a789-4364-ad6b-2a70c5a00c49,FA,2020-03-06T00:19:35,1.0,5.119,5.651,11.4481,56.3708
1458,adcd712c-a74d-4c18-bdc2-bb107d573c42,FA,2020-03-06T00:20:36,1.0,5.111,5.674,11.4445,56.3665
1459,99d7b54e-157b-4cee-a2b9-0730c3cfc337,FA,2020-03-06T00:21:36,1.0,5.132,5.688,11.4408,56.3621
1460,aea11b48-dccf-4f77-a415-46b6f69f402b,FA,2020-03-06T00:22:36,1.0,5.108,5.645,11.437,56.3578
1461,7853823e-bde7-498e-a2c7-9870dc14a2da,FA,2020-03-06T00:23:36,1.0,5.07,5.6530000000000005,11.4334,56.3534
1462,1ea3517b-c3e5-4fee-9a99-f7a5c1e26861,FA,2020-03-06T00:24:36,1.0,5.105,5.652,11.4297,56.3491
1463,667504b3-0dce-4f31-9180-f7215ebc4e5c,FA,2020-03-06T00:25:36,1.0,5.106,5.639,11.426,56.3448
1464,beba1145-5601-4e3f-abb5-97696464b711,FA,2020-03-06T00:26:36,1.0,5.091,5.628,11.4224,56.3405
1465,ddc73d86-ee7b-4902-8da3-a7c95181ed07,FA,2020-03-06T00:27:36,1.0,5.096,5.63,11.4188,56.3362
1466,4ea54e03-d0a5-4982-a0f6-090dd7f7e9e4,FA,2020-03-06T00:28:36,1.0,5.101,5.641,11.4151,56.3319
1467,5bd329ae-4433-4236-bc01-915175c429de,FA,2020-03-06T00:29:37,1.0,5.116,5.634,11.4113,56.3276
1468,64601686-6e5d-4270-b65f-58365128c88c,FA,2020-03-06T00:30:37,1.0,5.136,5.62,11.4077,56.3232
1469,14c9a2ce-8b05-4673-bb4e-875a2da72ca8,FA,2020-03-06T00:31:37,1.0,5.13,5.634,11.404,56.3188
1470,a14c4955-677b-4ce2-80cc-d7c347e0decc,FA,2020-03-06T00:32:37,1.0,5.108,5.652,11.4003,56.3143
1471,89cdcab7-44ac-48fc-bd7c-0b373fde946c,FA,2020-03-06T00:33:37,1.0,5.081,5.673,11.3966,56.31
1472,4bb583ce-e569-4f9b-9d2e-c65067746c77,FA,2020-03-06T00:34:37,1.0,5.068,5.665,11.393,56.3055
1473,bbfe1569-8396-4120-a339-cffd27137345,FA,2020-03-06T00:35:37,1.0,5.066,5.643,11.3893,56.3011
1474,e486d233-3249-4006-a325-8b6bad4e6c5b,FA,2020-03-06T00:36:37,1.0,5.041,5.618,11.3856,56.2966
1475,68f4d489-e19a-4a88-b76d-807de1fc4489,FA,2020-03-06T00:37:38,1.0,5.013,5.612,11.3819,56.2922
1476,ef79c599-ac25-4a1d-86ae-b4875eb50948,FA,2020-03-06T00:38:38,1.0,5.022,5.605,11.3782,56.2878
1477,85216473-3db8-4997-ac70-0d84f6aa4ba5,FA,2020-03-06T00:39:38,1.0,5.029,5.573,11.374600000000001,56.2834
1478,f0ca28e7-9d0c-4fbf-a48c-d2b96a7298e0,FA,2020-03-06T00:40:38,1.0,5.058,5.5600000000000005,11.3708,56.2789
1479,09f9a4a6-21b5-45da-81b7-6ea9327100d8,FA,2020-03-06T00:41:38,1.0,5.086,5.565,11.3671,56.2745
1480,5de9b13e-1684-4461-8cb2-fea27a63e3df,FA,2020-03-06T00:42:38,1.0,5.088,5.565,11.3629,56.2702
1481,3e8d9410-3b6c-460b-8ae8-5f08013c2b40,FA,2020-03-06T00:43:38,1.0,5.065,5.583,11.3587,56.2659
1482,52ae776b-e315-4e90-8504-f406beb491bf,FA,2020-03-06T00:44:38,1.0,5.042,5.593,11.3543,56.2617
1483,72ca1bb2-065b-42f2-8da9-b74db35bcdae,FA,2020-03-06T00:45:38,1.0,4.968,5.606,11.35,56.2574
1484,02389f45-cb36-40c4-b0b6-43ce4849e83f,FA,2020-03-06T00:46:39,1.0,5.006,5.608,11.3456,56.2532
1485,53967617-0e7a-4737-b4bf-da2d827d60da,FA,2020-03-06T00:47:39,1.0,5.003,5.573,11.3413,56.2489
1486,f8334cec-42d8-480e-8587-d559e3b59915,FA,2020-03-06T00:48:39,1.0,4.989,5.526,11.337,56.2447
1487,910874d8-6042-473e-8b5e-18451bb1984b,FA,2020-03-06T00:49:39,1.0,4.999,5.527,11.332699999999999,56.2404
1488,5e29c737-7598-4583-b40d-2ed9d11da742,FA,2020-03-06T00:50:39,1.0,4.955,5.545,11.3284,56.2361
1489,e8631cd3-3938-4726-9df8-520e810f1eec,FA,2020-03-06T00:51:39,1.0,5.008,5.533,11.3241,56.2318
1490,8b081efe-6a99-4669-a84c-2e5e6d4cbca4,FA,2020-03-06T00:52:39,1.0,5.012,5.529,11.3199,56.2275
1491,fb869c38-3a50-49ae-acc9-8a101f73b1d8,FA,2020-03-06T00:53:39,1.0,5.057,5.516,11.3156,56.2233
1492,269b0fd3-ea45-4489-91b2-feeb8d43510a,FA,2020-03-06T00:54:39,1.0,5.083,5.537,11.3114,56.219
1493,0f4dd56f-0f70-431b-a312-92aa62ea204b,FA,2020-03-06T00:55:40,1.0,5.07,5.546,11.3072,56.2147
1494,9551335b-70b1-4180-a6d1-eb670b1c64d2,FA,2020-03-06T00:56:40,1.0,4.978,5.566,11.3028,56.2104
1495,3e34fc36-b77e-4f03-bafa-1ad7487255c8,FA,2020-03-06T00:57:40,1.0,4.974,5.578,11.2987,56.206
1496,9c0819f2-72d8-4df5-9e97-4917e7be55e8,FA,2020-03-06T00:58:40,1.0,5.02,5.546,11.2944,56.2015
1497,2d2a0168-3e52-4e64-90b4-3c65ac5af527,FA,2020-03-06T00:59:40,1.0,4.983,5.537,11.2902,56.1973
1498,36ca1e7d-d3c7-4974-bc2e-64bd6437c09e,FA,2020-03-06T01:00:40,1.0,4.99,5.541,11.2861,56.1928
1499,19396c91-5753-4be0-bc43-b9c030c80470,FA,2020-03-06T01:01:40,1.0,4.986,5.52,11.2819,56.1885
1500,cd0adb51-3d55-44f7-a0a1-003c29503017,FA,2020-03-06T01:02:40,1.0,4.978,5.534,11.2777,56.1843
1501,72ad929e-fd8d-40b4-a1aa-4a7534f15af0,FA,2020-03-06T01:03:41,1.0,5.015,5.53,11.2735,56.18
1502,d4e2d725-f5f7-449a-a532-d60084b54b97,FA,2020-03-06T01:04:41,1.0,4.99,5.519,11.2691,56.1758
1503,b745e4fc-8571-4451-8d60-b58abb6441fa,FA,2020-03-06T01:05:41,1.0,4.994,5.509,11.2639,56.1719
1504,c744600c-9927-4ffe-8aa3-0e03a96531ad,FA,2020-03-06T01:06:41,1.0,5.038,5.526,11.258,56.1682
1505,7024fa0e-38af-4673-8e4a-90a9874c6055,FA,2020-03-06T01:07:41,1.0,5.01,5.532,11.2519,56.1648
1506,69e73775-1aa8-424a-a2ce-a1ade13615ff,FA,2020-03-06T01:08:41,1.0,5.06,5.542,11.2456,56.1613
1507,ef8601d1-785a-4878-9e6d-058d44f0a7df,FA,2020-03-06T01:09:41,1.0,5.02,5.545,11.2394,56.158
1508,6fb83079-0916-453e-975f-ef421f91266a,FA,2020-03-06T01:10:41,1.0,5.016,5.551,11.2332,56.1546
1509,fa8830cf-cbe5-434a-8917-8f4360b117d6,FA,2020-03-06T01:11:41,1.0,5.018,5.58,11.227,56.1512
1510,be49a043-d91b-4a72-9492-4bb7a54d4001,FA,2020-03-06T01:12:41,1.0,4.989,5.557,11.2207,56.1478
1511,eaa5aa99-fe31-4120-9171-0fb6a626c6a1,FA,2020-03-06T01:13:42,1.0,4.987,5.545,11.2146,56.1444
1512,78c7f004-08bd-4ff5-a4cf-d862fb1a9d56,FA,2020-03-06T01:14:42,1.0,4.955,5.5440000000000005,11.2083,56.1409
1513,770f432f-45a9-41ec-8930-f71166081878,FA,2020-03-06T01:15:42,1.0,4.967,5.53,11.2021,56.1374
1514,bf109480-1201-4d16-ba6a-f36bd2c7b918,FA,2020-03-06T01:16:42,1.0,4.965,5.511,11.1958,56.1338
1515,4cb4d5d6-0659-47a9-b1e3-5a88a50af700,FA,2020-03-06T01:17:42,1.0,4.945,5.494,11.1894,56.1303
1516,bf2fee69-56af-401e-82cb-cabb2e4af0b1,FA,2020-03-06T01:18:42,1.0,4.943,5.491,11.1831,56.1268
1517,fdead1d8-7f07-4df0-a0dd-0e35c7c7ce23,FA,2020-03-06T01:19:42,1.0,4.996,5.489,11.1766,56.1233
1518,07148e72-bffd-4552-a042-c705e0989bf2,FA,2020-03-06T01:20:42,1.0,5.003,5.48,11.1705,56.1196
1519,b9655c43-aefa-4024-b1ba-3b18b15895ed,FA,2020-03-06T01:21:42,1.0,5.03,5.48,11.1646,56.1157
1520,d9d1f621-e296-4a99-9bb0-3b2de549b005,FA,2020-03-06T01:22:43,1.0,5.035,5.498,11.1587,56.1119
1521,0ba01e25-81f9-4772-9598-f80b3cf6b5f9,FA,2020-03-06T01:23:43,1.0,5.009,5.517,11.153,56.1079
1522,35699098-29ce-49a5-8c56-911508eb1541,FA,2020-03-06T01:24:43,1.0,4.995,5.536,11.1476,56.1038
1523,5151f82d-8092-452d-a08a-f51961efbe46,FA,2020-03-06T01:25:43,1.0,4.981,5.549,11.1423,56.0996
1524,31120a46-9770-400e-9c44-7bf5ed3c89d0,FA,2020-03-06T01:26:43,1.0,4.965,5.535,11.1375,56.0953
1525,88ed3788-3c29-42ed-b6e2-618cb4b029a6,FA,2020-03-06T01:27:43,1.0,4.9510000000000005,5.524,11.1332,56.0908
1526,cdf195fb-9a07-48c4-b52b-38c7ea9f39f8,FA,2020-03-06T01:28:43,1.0,4.952,5.51,11.1289,56.0863
1527,644e6c0d-3f01-4dff-96bd-8f4aa3fd6f50,FA,2020-03-06T01:29:43,1.0,4.9719999999999995,5.498,11.1248,56.0818
1528,0ce194e9-2e67-4f1d-98b4-dd9632fa11e7,FA,2020-03-06T01:30:43,1.0,4.975,5.486,11.121,56.0772
1529,d4eb379a-a007-4757-8ae7-f37a5375ef5b,FA,2020-03-06T01:31:44,1.0,4.959,5.485,11.1171,56.0726
1530,5d2c085e-35d6-4eb0-924d-3730c706b4b6,FA,2020-03-06T01:32:44,1.0,4.947,5.478,11.1133,56.068
1531,ae85fb48-c660-44f2-8d71-80e15e401477,FA,2020-03-06T01:33:44,1.0,4.915,5.477,11.1095,56.0633
1532,e90a4ae0-abd8-497e-b41a-10b98aed6aaf,FA,2020-03-06T01:34:44,1.0,4.897,5.476,11.1058,56.0588
1533,45e24424-c3b6-47cf-a75a-a4feb1237aa0,FA,2020-03-06T01:35:44,1.0,4.861,5.487,11.102,56.0542
1534,be9ca90b-576a-4470-bf66-2aed4a0a1a42,FA,2020-03-06T01:36:44,1.0,4.854,5.47,11.0983,56.0496
1535,37728288-2b1f-4387-a487-680faf91506e,FA,2020-03-06T01:37:44,1.0,4.881,5.448,11.0946,56.0451
1536,a7e1c8e8-66d0-4838-80ef-72f8cb9a751e,FA,2020-03-06T01:38:44,1.0,4.8870000000000005,5.406,11.0909,56.0406
1537,1c39f2e8-f194-44c7-9231-63eb27504be8,FA,2020-03-06T01:39:44,1.0,4.896,5.382,11.0872,56.0361
1538,d157ccb0-8298-40b3-8e27-9f3427376d6f,FA,2020-03-06T01:40:45,1.0,4.861,5.401,11.0835,56.0317
1539,c535b657-4377-4823-b512-ea7659a7a51a,FA,2020-03-06T01:41:45,1.0,4.858,5.401,11.0795,56.0274
1540,1f26396d-afc2-47ca-93b0-0176f3d64191,FA,2020-03-06T01:42:45,1.0,4.876,5.41,11.0748,56.0233
1541,99addecb-d8a2-42f2-a8e9-8c4a1ebee31b,FA,2020-03-06T01:43:45,1.0,4.912,5.416,11.0702,56.0193
1542,e9b1090f-ee68-4e7f-b507-09598f8101c7,FA,2020-03-06T01:44:45,1.0,4.894,5.4,11.0654,56.0154
1543,684b2f2e-cac1-4a6d-b7ad-0f0786110c9d,FA,2020-03-06T01:45:45,1.0,4.876,5.395,11.0606,56.0113
1544,bb32ce69-3604-49cc-9d4f-6c92c8df5f16,FA,2020-03-06T01:46:45,1.0,4.865,5.425,11.0558,56.0073
1545,5681ae0b-c109-486b-86b4-d186926a6878,FA,2020-03-06T01:47:45,1.0,4.911,5.411,11.051,56.0033
1546,8602fbdb-0dbf-48f7-95d1-77235dae798d,FA,2020-03-06T01:48:46,1.0,4.894,5.404,11.0461,55.9992
1547,438c5e98-1e0b-43bd-b29b-821f448c3ac9,FA,2020-03-06T01:49:46,1.0,4.896,5.414,11.0412,55.995
1548,0f4c9804-09e2-4a03-919e-f101f488e9f6,FA,2020-03-06T01:50:46,1.0,4.834,5.4030000000000005,11.0364,55.9908
1549,65b95623-5a99-4282-9c57-d04fe774ffe5,FA,2020-03-06T01:51:46,1.0,4.856,5.397,11.0316,55.9866
1550,f1612df6-baba-4832-a411-d2616347aa50,FA,2020-03-06T01:52:46,1.0,4.861,5.453,11.0269,55.9822
1551,fd9e53e6-390b-444a-bca2-3c17229b85b2,FA,2020-03-06T01:53:46,1.0,4.877,5.404,11.022,55.9778
1552,f0971ded-dfa8-4ffc-ad2d-cca38dc38510,FA,2020-03-06T01:54:46,1.0,4.8469999999999995,5.385,11.0171,55.9735
1553,c8da5c0e-a759-43e4-82aa-0cce504eaf45,FA,2020-03-06T01:55:46,1.0,4.852,5.389,11.012,55.9691
1554,97b614a8-d3bf-4afb-8d92-11452b4f4f0c,FA,2020-03-06T01:56:46,1.0,4.864,5.401,11.0068,55.9647
1555,beabb666-6a6d-46a8-8907-f1b30b6d8d6a,FA,2020-03-06T01:57:47,1.0,4.885,5.381,11.0017,55.9604
1556,d4f92b0f-ccbb-4e8a-a83e-7a5e1dddedfc,FA,2020-03-06T01:58:47,1.0,4.883,5.392,10.9964,55.9561
1557,994daa0d-d585-4fbe-9d39-f2c14b96ea7a,FA,2020-03-06T01:59:47,1.0,4.871,5.389,10.991,55.9518
1558,2155c9e4-33df-48c6-86a8-a9121206f9a8,FA,2020-03-06T02:00:47,1.0,4.875,5.388,10.9856,55.9477
1559,c4983155-f83d-42e7-a265-6b5bea4465fe,FA,2020-03-06T02:01:47,1.0,4.893,5.429,10.9802,55.9435
1560,bf22869d-0caf-4f00-8f99-4aa5ab48d860,FA,2020-03-06T02:02:47,1.0,4.9,5.416,10.9749,55.9394
1561,f3e7864e-6fd3-4be9-8878-21d9a5a0de84,FA,2020-03-06T02:03:47,1.0,4.909,5.402,10.9697,55.9353
1562,2205c717-3086-45e6-9832-2c44107897cf,FA,2020-03-06T02:04:47,1.0,4.914,5.405,10.9642,55.9313
1563,dd52e818-28e2-4d19-a702-408b20a75f87,FA,2020-03-06T02:05:47,1.0,4.899,5.41,10.9584,55.9274
1564,3695dc59-b89b-4974-ac06-a712efb1f90a,FA,2020-03-06T02:06:48,1.0,4.889,5.407,10.9524,55.9236
1565,6a24712c-fd64-4c65-b3ef-ce22c0c67468,FA,2020-03-06T02:07:48,1.0,4.881,5.405,10.9463,55.9197
1566,b3e2e6cd-1ff0-445e-98af-23cc21d005da,FA,2020-03-06T02:08:48,1.0,4.8629999999999995,5.419,10.9401,55.9157
1567,c5166b92-4c90-413a-b4b4-36930efc6f18,FA,2020-03-06T02:09:48,1.0,4.878,5.409,10.9341,55.9117
1568,01bb03e0-99fb-4794-9ab7-1a7b90193dad,FA,2020-03-06T02:10:48,1.0,4.891,5.4,10.9281,55.9077
1569,61870efe-5207-481a-afc1-08f08c7e4dd8,FA,2020-03-06T02:11:48,1.0,4.888,5.395,10.9224,55.9039
1570,70e93911-a4a9-4c90-90e6-97a26db82ecb,FA,2020-03-06T02:12:48,1.0,4.882,5.401,10.9167,55.9001
1571,d29e2604-64c1-4f19-96ba-a86a875cb7de,FA,2020-03-06T02:13:48,1.0,4.873,5.409,10.911200000000001,55.8962
1572,cc8d0cc4-868b-4c3b-94a6-ea33457f0732,FA,2020-03-06T02:14:48,1.0,4.867,5.407,10.9055,55.8924
1573,8b1a480a-cefd-47f7-a1de-5a73332fd886,FA,2020-03-06T02:15:49,1.0,4.864,5.399,10.8998,55.8885
1574,7fb066d7-7fa1-4a1f-a132-bbed27ba2ea7,FA,2020-03-06T02:16:49,1.0,4.859,5.395,10.8941,55.8846
1575,56714868-8afe-404d-9a07-2e13afde5815,FA,2020-03-06T02:17:49,1.0,4.861,5.382,10.8884,55.8808
1576,b3ba0adc-13e1-4087-a211-97f0df7b26dd,FA,2020-03-06T02:18:49,1.0,4.841,5.377,10.8825,55.8768
1577,054695b2-60d8-40b3-b22b-a7fda51266c1,FA,2020-03-06T02:19:49,1.0,4.835,5.388,10.8769,55.8728
1578,5eb07c57-8958-4595-b01d-a4628a23617f,FA,2020-03-06T02:20:49,1.0,4.829,5.401,10.8713,55.8689
1579,1e16d3a9-2667-4b71-b0c6-b2d1027e5913,FA,2020-03-06T02:21:49,1.0,4.822,5.367,10.8658,55.8651
1580,a1ed1614-7b6e-4d85-88ce-0fec92e337e9,FA,2020-03-06T02:22:49,1.0,4.815,5.358,10.8602,55.8613
1581,835865bd-1f7a-48f1-bb3f-b67337547e86,FA,2020-03-06T02:23:49,1.0,4.804,5.349,10.854800000000001,55.8574
1582,b5272d0f-c4c0-4aa0-90c7-4a50d9a92634,FA,2020-03-06T02:24:50,1.0,4.817,5.339,10.8497,55.8535
1583,bd56d4d9-948c-425d-9b2e-491ab47e45f9,FA,2020-03-06T02:25:50,1.0,4.835,5.336,10.8444,55.8493
1584,eaeab367-61d3-4fa9-89a2-29217dfcde3c,FA,2020-03-06T02:26:50,1.0,4.85,5.356,10.8391,55.8452
1585,17e2554b-3152-4a1f-9ded-e0ab539e65a7,FA,2020-03-06T02:27:50,1.0,4.838,5.37,10.8337,55.8409
1586,db7e5cd9-fa8f-44bf-9271-2cb3515d07fb,FA,2020-03-06T02:28:50,1.0,4.85,5.353,10.8287,55.8365
1587,173326c6-8717-4f00-bbc9-1da22e286e77,FA,2020-03-06T02:29:50,1.0,4.801,5.351,10.824300000000001,55.8318
1588,3cf8f19a-49d5-4ded-a20a-f4d7c4fe5323,FA,2020-03-06T02:30:50,1.0,4.807,5.352,10.8207,55.8269
1589,55bf400e-c33e-4216-a8c4-12902628e7c0,FA,2020-03-06T02:31:50,1.0,4.814,5.358,10.8178,55.8219
1590,bc620e5c-da75-4946-a6c2-75e22737b5ed,FA,2020-03-06T02:32:51,1.0,4.842,5.338,10.8158,55.8168
1591,155801bb-f67a-49e1-b0aa-148416bae648,FA,2020-03-06T02:33:51,1.0,4.843,5.329,10.8144,55.8116
1592,4e42a2cb-51f3-423f-8749-4458a6027364,FA,2020-03-06T02:34:51,1.0,4.856,5.339,10.8132,55.8063
1593,422e1dfe-abd7-436d-85b9-81a89696a5ce,FA,2020-03-06T02:35:51,1.0,4.854,5.345,10.8119,55.801
1594,42de3c62-9bfb-489a-909e-cfcc46b30ccb,FA,2020-03-06T02:36:51,1.0,4.852,5.36,10.8108,55.796
1595,325074ee-5040-4a8d-bb03-fa623e89a589,FA,2020-03-06T02:37:51,1.0,4.851,5.366,10.8095,55.7907
1596,a0147e02-68ea-4243-adf3-c41f5b992c48,FA,2020-03-06T02:38:51,1.0,4.88,5.371,10.8084,55.7855
1597,8ca37e30-8a2c-4b32-af9f-48c20da3261d,FA,2020-03-06T02:39:51,1.0,4.864,5.365,10.8072,55.7803
1598,f35e1b85-29a4-46ef-b3ff-e7f5e60e6a60,FA,2020-03-06T02:40:52,1.0,4.861,5.371,10.806000000000001,55.7751
1599,f70bfc68-683a-4541-acb1-d1ad17b8067c,FA,2020-03-06T02:41:52,1.0,4.858,5.384,10.8048,55.7699
1600,663eaa4e-d40b-4f30-a577-ac320c16f7ea,FA,2020-03-06T02:42:52,1.0,4.874,5.391,10.8034,55.7646
1601,e58285ec-74c0-465b-bda8-5cc28c0cb8c2,FA,2020-03-06T02:43:52,1.0,4.858,5.381,10.8021,55.7593
1602,8d84dd61-8671-4702-a4b9-e84d192345f5,FA,2020-03-06T02:44:52,1.0,4.856,5.38,10.8008,55.7539
1603,fba528ec-12a5-4d90-9c56-0113757299ce,FA,2020-03-06T02:45:52,1.0,4.857,5.373,10.7996,55.7486
1604,02aa0402-2819-4fcd-b5ac-95fc6ca18b8f,FA,2020-03-06T02:46:52,1.0,4.783,5.362,10.798,55.7433
1605,8faae56d-faae-440e-b311-f3ebb6bb2309,FA,2020-03-06T02:47:52,1.0,4.824,5.37,10.7966,55.738
1606,7bb1caf1-0cad-484e-b602-5ded2658b5e4,FA,2020-03-06T02:48:52,1.0,4.844,5.367,10.7951,55.7326
1607,1a56e8fa-80e6-4530-b77b-20fa1ea0f07e,FA,2020-03-06T02:49:53,1.0,4.869,5.361,10.7936,55.7273
1608,08f8ad74-83fa-45a9-abcb-8b73e72c4a70,FA,2020-03-06T02:50:53,1.0,4.881,5.35,10.7922,55.7219
1609,f5e5fdd8-c858-4b6d-a92a-1f99b37fea6d,FA,2020-03-06T02:51:53,1.0,4.869,5.358,10.7908,55.7166
1610,1e8bc06d-e2a1-47db-943f-a821cdf8dd1f,FA,2020-03-06T02:52:53,1.0,4.883,5.375,10.7893,55.7112
1611,c9627135-2998-4973-88b1-f14c43840f19,FA,2020-03-06T02:53:53,1.0,4.864,5.372,10.7876,55.7059
1612,b1b37750-32bf-458e-9cde-14bb350f9e60,FA,2020-03-06T02:54:53,1.0,4.857,5.388,10.7859,55.7006
1613,6eff4cd4-39b2-4a57-9be6-8b595789b2ab,FA,2020-03-06T02:55:53,1.0,4.86,5.3870000000000005,10.7843,55.6953
1614,270dc631-5167-4c7a-9ae9-40c04648f682,FA,2020-03-06T02:56:53,1.0,4.86,5.375,10.7826,55.6901
1615,38626217-c193-449f-a74f-0249ae7ccd5d,FA,2020-03-06T02:57:53,1.0,4.851,5.371,10.7809,55.6849
1616,34846de9-e1eb-495a-a97d-48105cb1ad77,FA,2020-03-06T02:58:54,1.0,4.868,5.374,10.7792,55.6797
1617,5b342e21-f191-4003-91c2-3886f773e777,FA,2020-03-06T02:59:54,1.0,4.872,5.37,10.7775,55.6746
